,age,job,marital,education,default,balance,housing,loan,day_of_week,month,duration,campaign,pdays,previous,subscribed
8758,28,admin.,single,secondary,no,-625,yes,no,4,jun,102,1,-1,0,no
27803,30,admin.,single,secondary,no,1309,no,no,28,jan,622,1,-1,0,yes
16441,27,self-employed,married,tertiary,no,607,yes,no,23,jul,123,3,-1,0,no
9395,36,admin.,married,secondary,no,4785,no,yes,6,jun,250,1,-1,0,no
12631,29,services,married,primary,no,-102,no,no,4,jul,134,1,-1,0,no
37973,37,blue-collar,married,primary,no,2079,yes,yes,14,may,299,1,360,2,no
25704,40,management,married,secondary,no,156,no,no,19,nov,357,1,-1,0,no
10396,43,management,divorced,tertiary,no,1052,no,no,12,jun,118,3,-1,0,no
4655,39,technician,married,secondary,no,7313,yes,no,20,may,99,1,-1,0,no
8136,27,services,single,secondary,no,1,yes,yes,2,jun,162,3,-1,0,no
31309,57,management,married,tertiary,no,2681,no,no,11,mar,266,2,-1,0,yes
32292,54,housemaid,married,secondary,no,736,yes,no,16,apr,268,1,331,1,no
24711,34,blue-collar,married,secondary,no,0,yes,no,17,nov,301,1,-1,0,no
398,34,blue-collar,married,secondary,no,283,no,yes,6,may,199,1,-1,0,no
39444,38,housemaid,married,secondary,no,110,no,no,25,may,167,1,-1,0,no
30385,33,management,married,tertiary,no,26721,no,no,5,feb,435,3,-1,0,no
30829,29,admin.,single,secondary,no,291,no,no,9,feb,12,9,-1,0,no
39306,49,admin.,married,secondary,no,880,yes,yes,18,may,22,3,-1,0,no
41954,60,technician,married,secondary,no,10925,no,no,23,oct,270,3,185,1,yes
22229,30,technician,single,tertiary,no,6619,yes,no,21,aug,239,8,-1,0,no
36946,43,unemployed,divorced,primary,no,-70,yes,no,12,may,124,2,-1,0,no
36265,52,blue-collar,single,secondary,no,201,yes,no,11,may,412,1,301,3,no
28069,59,retired,married,secondary,no,4457,no,no,28,jan,127,2,-1,0,no
10380,47,housemaid,single,tertiary,no,3727,no,no,12,jun,993,6,-1,0,yes
25895,30,technician,married,secondary,no,2278,no,yes,19,nov,47,1,-1,0,no
32402,26,technician,single,tertiary,no,1216,yes,no,16,apr,472,2,-1,0,no
41886,59,unemployed,married,secondary,no,561,no,no,19,oct,323,2,-1,0,no
10595,53,technician,married,tertiary,no,6072,no,yes,16,jun,226,4,-1,0,no
7280,51,blue-collar,married,primary,no,3170,yes,no,29,may,51,1,-1,0,no
16714,37,admin.,married,secondary,no,352,yes,no,24,jul,107,2,-1,0,no
20530,33,management,married,tertiary,no,1504,no,no,12,aug,61,2,-1,0,no
5849,30,management,married,tertiary,no,265,yes,no,26,may,45,4,-1,0,no
34902,44,blue-collar,married,primary,no,0,yes,no,6,may,17,1,-1,0,no
34587,32,admin.,single,secondary,no,98,yes,no,5,may,360,1,365,2,no
4639,32,admin.,married,primary,no,1351,yes,no,20,may,325,3,-1,0,no
38988,29,management,married,tertiary,no,85,yes,yes,18,may,26,1,-1,0,no
15761,51,management,married,tertiary,no,2704,yes,no,21,jul,443,1,-1,0,no
32834,27,blue-collar,single,secondary,no,-116,yes,yes,17,apr,432,2,343,1,no
40861,31,services,single,secondary,no,181,no,no,12,aug,182,1,104,1,yes
25950,38,blue-collar,married,primary,no,2240,yes,no,19,nov,551,1,183,1,no
15789,50,management,married,tertiary,no,230,no,yes,21,jul,149,2,-1,0,no
15037,51,technician,married,secondary,no,563,yes,no,17,jul,117,3,-1,0,no
20940,40,housemaid,married,secondary,no,163,no,no,13,aug,158,7,-1,0,no
19365,40,technician,single,secondary,no,57,no,yes,6,aug,102,4,-1,0,no
7169,37,blue-collar,married,secondary,no,11953,yes,yes,29,may,208,1,-1,0,no
20101,53,management,married,tertiary,no,618,no,no,11,aug,73,2,-1,0,no
955,42,technician,married,tertiary,no,644,yes,no,7,may,19,1,-1,0,no
43377,42,technician,married,secondary,no,2152,no,no,30,mar,361,2,181,2,no
19653,58,retired,married,secondary,no,225,no,no,7,aug,122,6,-1,0,no
19881,41,technician,single,secondary,no,43,no,no,8,aug,420,2,-1,0,no
6231,29,services,married,secondary,no,1057,yes,no,27,may,179,1,-1,0,no
11769,57,unemployed,married,secondary,no,468,yes,no,20,jun,329,1,-1,0,no
10800,42,entrepreneur,married,tertiary,no,1654,no,no,17,jun,116,1,-1,0,no
19683,36,technician,single,secondary,no,651,no,no,7,aug,876,1,-1,0,yes
28710,36,technician,single,secondary,no,98,no,no,30,jan,771,1,-1,0,yes
40856,37,management,married,tertiary,no,393,yes,no,12,aug,62,2,104,2,no
10175,23,student,single,secondary,no,1284,yes,no,11,jun,327,10,-1,0,no
18113,45,technician,married,secondary,no,2922,no,no,30,jul,153,3,-1,0,no
65,51,management,married,tertiary,no,6530,yes,no,5,may,91,1,-1,0,no
8869,24,technician,single,secondary,no,681,yes,no,4,jun,180,2,-1,0,no
38734,37,blue-collar,married,secondary,no,2016,yes,yes,18,may,20,6,-1,0,no
1684,47,technician,married,primary,no,187,yes,no,9,may,165,1,-1,0,no
1133,46,blue-collar,married,secondary,no,1045,yes,yes,7,may,149,1,-1,0,no
11813,27,admin.,married,secondary,no,-48,yes,no,20,jun,168,2,-1,0,no
13712,39,services,married,secondary,no,0,yes,no,10,jul,29,1,-1,0,no
10070,39,management,married,tertiary,no,-190,no,yes,11,jun,893,8,-1,0,yes
9599,32,entrepreneur,married,secondary,no,1328,yes,no,6,jun,80,5,-1,0,no
1790,30,blue-collar,single,primary,no,383,yes,no,9,may,135,1,-1,0,no
43583,63,retired,married,primary,no,12067,no,no,29,apr,660,1,191,1,yes
10774,45,housemaid,married,secondary,no,698,yes,no,17,jun,160,4,-1,0,no
851,29,technician,single,tertiary,no,3,yes,no,7,may,359,1,-1,0,no
17155,35,technician,single,tertiary,no,670,yes,no,28,jul,177,18,-1,0,no
15879,57,blue-collar,married,secondary,no,-898,yes,yes,21,jul,322,3,-1,0,no
39398,31,services,single,secondary,no,658,no,no,22,may,100,1,-1,0,no
18071,43,self-employed,divorced,primary,no,0,no,no,30,jul,266,6,-1,0,no
11981,37,blue-collar,single,tertiary,no,344,no,no,20,jun,407,2,-1,0,no
13765,32,services,married,secondary,no,0,yes,no,10,jul,75,1,-1,0,no
4587,37,entrepreneur,married,secondary,no,5064,yes,no,20,may,79,1,-1,0,no
12973,53,blue-collar,married,secondary,no,143,yes,no,7,jul,122,5,-1,0,no
42281,61,retired,married,secondary,no,3114,no,no,13,nov,381,1,-1,0,yes
77,55,services,divorced,secondary,no,91,no,no,5,may,349,1,-1,0,no
26493,42,services,married,secondary,no,2145,no,no,20,nov,124,3,-1,0,no
13549,42,blue-collar,married,secondary,no,704,yes,no,9,jul,31,1,-1,0,no
15314,41,management,married,tertiary,no,397,yes,no,18,jul,91,1,-1,0,no
23502,37,management,married,secondary,no,58,no,no,28,aug,75,20,-1,0,no
25753,51,management,married,tertiary,no,94,yes,no,19,nov,281,3,-1,0,no
23057,47,blue-collar,married,primary,no,0,no,no,26,aug,71,4,-1,0,no
28788,40,self-employed,single,tertiary,no,628,no,no,30,jan,90,1,-1,0,no
25994,48,management,married,tertiary,no,879,no,no,19,nov,136,3,-1,0,no
18124,55,entrepreneur,divorced,secondary,no,1553,no,no,30,jul,85,3,-1,0,no
30833,47,admin.,married,secondary,no,520,no,no,9,feb,7,6,-1,0,no
39602,25,management,single,tertiary,no,530,no,no,26,may,88,1,-1,0,no
39006,32,technician,single,secondary,no,55,yes,no,18,may,185,1,-1,0,no
8039,32,services,married,secondary,no,109,yes,no,2,jun,364,13,-1,0,no
12823,27,management,married,tertiary,no,54,yes,yes,7,jul,72,1,-1,0,no
37959,51,blue-collar,married,secondary,no,814,yes,no,14,may,17,8,-1,0,no
34705,35,admin.,married,primary,no,-229,yes,no,5,may,176,1,-1,0,no
40656,53,management,married,tertiary,no,1624,no,no,6,aug,107,1,98,6,yes
20552,37,unemployed,married,secondary,no,117,no,no,12,aug,144,4,-1,0,no
1325,44,blue-collar,married,secondary,yes,-617,yes,no,8,may,172,1,-1,0,no
30748,27,self-employed,divorced,secondary,no,165,yes,no,6,feb,1160,2,192,4,no
6986,24,services,single,tertiary,no,1385,yes,no,28,may,1277,2,-1,0,no
5928,28,management,married,tertiary,no,328,no,no,26,may,471,1,-1,0,no
5581,32,admin.,married,secondary,no,506,yes,no,23,may,188,6,-1,0,no
24341,54,admin.,married,secondary,no,865,yes,no,17,nov,71,1,-1,0,no
27714,28,student,single,tertiary,no,290,yes,no,27,nov,24,1,-1,0,no
40894,43,management,single,tertiary,no,1806,yes,no,12,aug,161,2,-1,0,no
6116,36,management,married,tertiary,no,293,yes,no,27,may,287,4,-1,0,no
18586,52,technician,married,secondary,no,-1,no,yes,31,jul,166,1,-1,0,no
13333,41,blue-collar,married,primary,no,-516,no,yes,8,jul,554,3,-1,0,no
42644,60,retired,married,secondary,no,938,no,no,13,jan,380,3,-1,0,yes
7482,53,blue-collar,married,secondary,no,1852,yes,no,29,may,134,4,-1,0,no
36042,57,admin.,single,secondary,no,7400,yes,no,11,may,485,2,-1,0,no
29198,28,management,single,tertiary,no,224,yes,no,2,feb,97,3,-1,0,no
24043,28,blue-collar,single,secondary,no,9,yes,no,17,oct,115,1,-1,0,no
33891,48,admin.,married,secondary,no,344,no,no,30,apr,364,1,86,2,no
5011,28,unemployed,married,secondary,no,858,yes,no,21,may,371,1,-1,0,no
32320,38,blue-collar,married,primary,no,1576,yes,no,16,apr,144,1,328,2,no
20338,37,management,married,tertiary,no,825,yes,no,11,aug,214,5,-1,0,no
7758,27,services,single,tertiary,no,3021,yes,no,30,may,388,7,-1,0,no
39639,34,management,married,tertiary,no,402,no,no,26,may,147,1,-1,0,no
37676,37,admin.,divorced,secondary,no,0,yes,yes,14,may,17,7,-1,0,no
1319,37,blue-collar,married,secondary,no,105,yes,no,8,may,69,2,-1,0,no
4300,50,blue-collar,married,secondary,no,170,yes,yes,19,may,234,13,-1,0,no
6440,29,blue-collar,married,primary,no,79,yes,no,27,may,22,2,-1,0,no
33124,61,management,single,tertiary,no,2,no,no,20,apr,122,3,-1,0,no
31089,82,retired,married,tertiary,no,278,no,no,16,feb,223,7,-1,0,no
39933,52,management,married,tertiary,no,0,no,no,2,jun,77,3,-1,0,no
33604,35,technician,single,secondary,no,2496,yes,no,20,apr,9,2,-1,0,no
23293,55,blue-collar,married,secondary,no,328,no,yes,27,aug,335,4,-1,0,no
21688,39,technician,single,secondary,no,1,no,no,19,aug,111,2,-1,0,no
1481,30,blue-collar,married,secondary,no,2850,no,no,8,may,181,2,-1,0,no
2974,53,entrepreneur,married,primary,no,694,yes,no,14,may,157,1,-1,0,no
35559,45,admin.,married,secondary,yes,-106,yes,yes,7,may,553,3,288,1,yes
6274,46,blue-collar,married,primary,no,258,yes,no,27,may,217,1,-1,0,no
4319,46,management,divorced,secondary,no,361,yes,no,19,may,86,7,-1,0,no
40435,31,management,single,tertiary,no,2983,yes,no,2,jul,153,1,-1,0,no
5122,33,technician,single,tertiary,no,8874,no,yes,21,may,152,3,-1,0,no
37150,48,services,single,primary,no,-139,no,no,13,may,75,2,-1,0,no
23933,39,technician,divorced,secondary,no,8,no,no,29,aug,1028,2,-1,0,no
37323,47,management,married,secondary,no,623,yes,no,13,may,102,6,-1,0,no
12609,36,technician,married,secondary,no,644,no,no,4,jul,133,1,-1,0,no
13414,30,self-employed,married,tertiary,no,5,yes,yes,9,jul,99,2,-1,0,no
23165,32,technician,married,secondary,no,485,no,no,26,aug,98,14,-1,0,no
43747,62,retired,married,secondary,no,3114,no,no,18,may,243,2,186,1,yes
36510,58,retired,married,secondary,no,502,yes,no,12,may,197,2,370,3,no
15070,48,technician,married,tertiary,no,658,yes,no,17,jul,89,1,-1,0,no
38251,31,technician,married,tertiary,no,-256,yes,no,15,may,272,1,365,5,no
21120,60,housemaid,married,secondary,no,5,no,no,14,aug,433,5,-1,0,no
37604,32,management,married,tertiary,no,62,yes,no,14,may,166,1,-1,0,no
4065,46,blue-collar,married,primary,no,7934,yes,no,19,may,123,1,-1,0,no
6820,28,technician,single,tertiary,no,183,yes,yes,28,may,62,2,-1,0,no
6164,46,management,married,primary,no,-268,yes,no,27,may,99,1,-1,0,no
31204,34,management,married,tertiary,no,1036,yes,no,2,mar,78,4,103,7,no
41366,37,unemployed,married,tertiary,no,7620,no,no,31,aug,164,3,98,3,no
22225,31,technician,single,tertiary,no,424,no,no,21,aug,93,2,-1,0,no
37749,34,blue-collar,single,secondary,no,1351,yes,no,14,may,334,2,-1,0,no
39945,34,admin.,married,tertiary,no,21,no,yes,2,jun,269,1,92,2,no
40613,52,admin.,married,secondary,no,1228,yes,yes,4,aug,218,1,-1,0,yes
32150,28,management,married,secondary,no,152,yes,no,15,apr,412,2,-1,0,no
31659,40,blue-collar,married,primary,no,2133,yes,yes,6,apr,377,3,325,1,no
44087,60,technician,married,secondary,no,259,no,no,6,jul,396,1,386,2,yes
11489,47,unemployed,married,secondary,no,0,no,no,19,jun,284,1,-1,0,no
29741,36,technician,single,secondary,no,1855,yes,no,4,feb,75,1,273,1,no
16040,36,management,married,tertiary,no,0,yes,no,22,jul,99,1,-1,0,no
26593,31,self-employed,single,tertiary,yes,-282,yes,no,20,nov,131,3,-1,0,no
18083,26,blue-collar,single,secondary,no,179,no,no,30,jul,103,3,-1,0,no
28528,30,management,married,tertiary,no,24,yes,no,29,jan,207,2,-1,0,no
28805,53,retired,married,primary,no,3,no,no,30,jan,114,4,-1,0,no
35214,33,services,single,secondary,no,1646,yes,no,7,may,317,2,-1,0,no
28478,32,blue-collar,divorced,secondary,no,98,yes,no,29,jan,364,2,-1,0,no
16730,33,services,married,secondary,no,930,no,yes,24,jul,149,2,-1,0,no
13761,38,blue-collar,married,secondary,no,137,no,no,10,jul,624,1,-1,0,no
12909,26,blue-collar,single,secondary,yes,-8019,no,yes,7,jul,299,3,-1,0,no
23551,50,services,married,secondary,no,1545,no,no,28,aug,56,8,-1,0,no
21958,48,services,married,secondary,no,109,no,yes,20,aug,113,4,-1,0,no
15531,51,technician,married,secondary,no,1490,yes,no,18,jul,227,2,-1,0,no
35496,54,blue-collar,divorced,secondary,no,1145,yes,no,7,may,178,3,-1,0,no
17624,59,admin.,divorced,secondary,no,1525,no,no,29,jul,90,2,-1,0,no
4007,32,blue-collar,married,primary,no,217,yes,no,16,may,169,3,-1,0,no
10230,56,housemaid,single,primary,no,1,no,no,11,jun,83,2,-1,0,no
16088,35,services,married,secondary,no,33,yes,no,22,jul,181,1,-1,0,no
39521,32,technician,single,tertiary,no,654,yes,no,25,may,615,4,-1,0,yes
31855,35,unemployed,married,tertiary,no,1057,yes,no,8,apr,902,2,-1,0,no
13149,33,admin.,single,secondary,no,1248,no,no,8,jul,359,1,-1,0,no
18102,32,admin.,married,secondary,no,167,yes,no,30,jul,103,6,-1,0,no
36343,48,blue-collar,married,secondary,no,7985,yes,no,11,may,232,2,347,1,no
32879,33,blue-collar,single,primary,no,557,yes,no,17,apr,91,2,331,2,no
2644,47,technician,married,secondary,no,449,yes,yes,13,may,92,4,-1,0,no
26789,30,unemployed,married,primary,no,1379,no,yes,20,nov,172,2,-1,0,no
235,45,blue-collar,married,primary,no,25,yes,no,5,may,40,1,-1,0,no
8830,31,services,single,secondary,no,-341,no,no,4,jun,171,3,-1,0,no
16079,52,entrepreneur,divorced,secondary,no,105,no,yes,22,jul,275,4,-1,0,no
28481,26,student,single,secondary,no,1346,no,no,29,jan,383,2,-1,0,no
29877,34,services,married,secondary,no,4962,yes,yes,4,feb,83,1,-1,0,no
30300,26,entrepreneur,single,secondary,no,101,yes,no,5,feb,810,1,268,1,yes
41229,27,student,single,tertiary,no,5741,no,no,21,aug,72,1,88,1,no
16192,27,blue-collar,married,primary,no,300,no,yes,22,jul,209,2,-1,0,no
40063,29,management,single,tertiary,no,572,no,no,4,jun,224,1,-1,0,yes
12074,58,retired,married,tertiary,no,324,no,no,20,jun,13,4,-1,0,no
23421,40,self-employed,married,secondary,yes,2,no,no,27,aug,158,3,-1,0,no
26180,46,blue-collar,married,primary,no,5393,yes,no,20,nov,997,2,-1,0,no
3249,47,management,married,primary,no,52,yes,yes,15,may,140,1,-1,0,no
13777,41,management,married,tertiary,no,472,yes,no,10,jul,783,1,-1,0,no
5140,38,blue-collar,single,secondary,no,745,yes,no,21,may,281,15,-1,0,no
14635,36,blue-collar,married,secondary,no,0,no,no,15,jul,794,1,-1,0,no
3295,40,entrepreneur,married,secondary,no,0,yes,yes,15,may,435,1,-1,0,no
23043,31,admin.,married,secondary,yes,-51,no,yes,26,aug,173,2,-1,0,no
28390,54,technician,married,secondary,no,433,no,no,29,jan,89,2,-1,0,no
26819,51,blue-collar,married,primary,no,4712,no,no,20,nov,172,2,-1,0,no
25968,56,admin.,divorced,secondary,no,-429,no,yes,19,nov,120,2,119,4,no
8344,29,blue-collar,single,secondary,no,260,yes,no,2,jun,707,14,-1,0,yes
21158,50,self-employed,married,secondary,no,1138,no,no,14,aug,219,10,-1,0,no
4583,32,technician,married,secondary,no,11697,yes,no,20,may,296,1,-1,0,no
25539,33,management,single,tertiary,no,659,yes,no,19,nov,311,1,-1,0,no
9203,53,retired,married,secondary,no,1554,no,no,5,jun,138,1,-1,0,no
24256,57,technician,married,tertiary,no,0,yes,yes,17,nov,142,1,-1,0,no
15064,56,blue-collar,married,primary,no,0,yes,no,17,jul,82,1,-1,0,no
32880,33,admin.,single,secondary,no,91,yes,no,17,apr,400,2,-1,0,no
33623,42,blue-collar,married,secondary,no,-150,yes,no,20,apr,233,3,-1,0,no
5248,31,blue-collar,married,primary,no,206,yes,no,23,may,1171,1,-1,0,no
37876,35,blue-collar,divorced,secondary,no,336,yes,no,14,may,191,1,346,2,yes
4661,35,technician,single,tertiary,no,2012,yes,no,20,may,413,2,-1,0,no
36938,41,services,married,secondary,no,0,yes,yes,12,may,125,4,-1,0,no
33054,34,services,married,secondary,no,241,yes,no,17,apr,1364,2,147,1,no
3963,42,blue-collar,married,primary,yes,398,yes,no,16,may,251,4,-1,0,no
9494,56,retired,divorced,tertiary,no,2774,no,no,6,jun,1288,3,-1,0,no
13702,32,services,married,secondary,no,983,yes,no,10,jul,121,1,-1,0,no
22389,55,blue-collar,married,primary,no,419,no,no,22,aug,33,8,-1,0,no
17663,36,unemployed,married,secondary,no,-129,yes,no,29,jul,121,3,-1,0,no
40479,23,services,single,secondary,no,870,no,no,6,jul,316,4,-1,0,yes
8070,31,blue-collar,married,secondary,no,3659,no,no,2,jun,180,1,-1,0,no
44896,23,student,single,secondary,no,1062,no,no,27,sep,379,3,-1,0,no
19000,46,management,married,tertiary,no,1720,no,no,5,aug,250,2,-1,0,no
15527,32,blue-collar,divorced,secondary,no,473,no,no,18,jul,320,1,-1,0,no
3072,41,blue-collar,married,primary,no,348,yes,no,14,may,423,2,-1,0,no
8360,31,admin.,married,secondary,no,7634,yes,yes,3,jun,216,1,-1,0,no
1824,23,student,single,secondary,no,151,yes,no,9,may,97,1,-1,0,no
27415,30,admin.,single,secondary,no,294,yes,yes,21,nov,527,1,-1,0,no
15945,34,technician,married,secondary,no,1,no,no,22,jul,344,3,-1,0,no
25672,51,entrepreneur,married,secondary,no,5403,yes,no,19,nov,698,1,-1,0,no
37472,42,management,married,tertiary,no,1162,yes,no,13,may,406,5,364,1,no
25778,57,admin.,divorced,secondary,no,18268,yes,no,19,nov,68,1,-1,0,no
15159,52,blue-collar,married,primary,no,336,no,yes,17,jul,381,7,-1,0,no
4693,48,blue-collar,married,secondary,no,5058,no,no,20,may,169,4,-1,0,no
21168,59,retired,married,secondary,no,385,no,yes,14,aug,365,2,-1,0,no
31361,29,admin.,single,tertiary,no,261,no,no,17,mar,136,19,-1,0,no
3991,24,blue-collar,single,secondary,no,77,yes,no,16,may,236,2,-1,0,no
3879,51,blue-collar,married,primary,no,1194,yes,no,16,may,558,3,-1,0,no
8274,42,technician,married,secondary,no,-887,no,no,2,jun,349,4,-1,0,no
36521,34,blue-collar,married,secondary,no,2,yes,no,12,may,6,5,-1,0,no
25930,37,technician,single,tertiary,no,3943,no,no,19,nov,37,1,-1,0,no
2744,54,blue-collar,divorced,primary,no,2062,yes,no,14,may,438,2,-1,0,no
9651,35,blue-collar,single,primary,no,3339,yes,no,6,jun,304,2,-1,0,no
16888,30,management,single,tertiary,no,5074,yes,no,25,jul,153,2,-1,0,no
10006,25,admin.,single,secondary,no,66,yes,no,9,jun,271,3,-1,0,no
39008,40,services,married,secondary,no,278,yes,no,18,may,9,5,-1,0,no
3878,57,entrepreneur,married,tertiary,yes,-524,yes,no,16,may,199,4,-1,0,no
37673,32,management,married,tertiary,no,2431,yes,no,14,may,646,5,-1,0,yes
31115,57,retired,divorced,primary,no,720,no,no,17,feb,202,4,-1,0,yes
21504,32,management,single,tertiary,no,146,no,no,19,aug,162,2,-1,0,no
37665,26,admin.,single,secondary,no,66,yes,no,14,may,451,1,339,3,no
4834,39,technician,married,secondary,no,3528,yes,no,21,may,226,1,-1,0,no
8914,26,technician,single,tertiary,no,1118,yes,no,4,jun,209,2,-1,0,no
32802,71,retired,married,primary,no,2988,no,no,17,apr,130,1,-1,0,yes
17248,56,admin.,divorced,secondary,no,1026,yes,no,28,jul,173,2,-1,0,no
30531,43,blue-collar,married,secondary,no,-19,yes,no,5,feb,124,3,-1,0,no
33547,28,technician,married,tertiary,no,161,yes,no,20,apr,268,2,-1,0,no
33671,26,student,single,tertiary,no,5169,yes,no,20,apr,639,2,-1,0,no
26147,52,management,single,tertiary,no,638,yes,yes,20,nov,77,2,-1,0,no
27881,36,services,married,tertiary,no,301,no,no,28,jan,333,1,-1,0,no
33083,39,management,single,tertiary,no,1340,yes,no,20,apr,287,3,-1,0,no
30132,37,technician,divorced,secondary,no,-24,yes,no,4,feb,33,2,-1,0,no
13738,35,admin.,married,secondary,no,725,yes,no,10,jul,402,1,-1,0,no
16619,32,management,single,tertiary,no,887,yes,no,24,jul,53,5,-1,0,no
9859,51,technician,married,tertiary,no,1057,no,no,9,jun,149,2,-1,0,no
4287,28,management,single,secondary,no,471,yes,yes,19,may,123,2,-1,0,no
32201,33,services,married,secondary,no,1397,yes,no,16,apr,370,1,146,3,no
20886,32,technician,married,secondary,no,5122,no,no,13,aug,31,1,-1,0,no
43716,50,admin.,married,secondary,no,3608,yes,no,14,may,196,8,182,4,yes
40836,24,student,single,secondary,no,125,no,no,11,aug,477,1,-1,0,no
12751,40,admin.,married,secondary,no,1395,yes,yes,7,jul,122,2,-1,0,no
18518,51,self-employed,married,tertiary,no,5350,yes,yes,31,jul,612,4,-1,0,yes
