,age,job,marital,education,default,balance,housing,loan,contact,day_of_week,month,duration,campaign,pdays,previous,poutcome,subscribed
11945,41,technician,married,secondary,no,0,no,no,,20,jun,850,3,-1,0,,no
38482,42,services,married,secondary,no,1370,yes,no,cellular,15,may,36,2,-1,0,,no
15218,45,services,married,secondary,no,307,no,yes,cellular,17,jul,147,3,-1,0,,no
8182,34,blue-collar,married,secondary,no,8558,yes,no,,2,jun,466,2,-1,0,,no
28477,56,management,single,tertiary,no,6507,yes,yes,cellular,29,jan,134,1,196,1,failure,no
24994,36,blue-collar,married,primary,no,871,yes,yes,telephone,18,nov,2,1,-1,0,,no
34714,29,unemployed,single,tertiary,no,150,yes,no,cellular,5,may,165,1,-1,0,,no
6671,24,blue-collar,married,secondary,no,0,no,no,,28,may,94,1,-1,0,,no
10232,54,retired,married,secondary,no,3671,no,no,,11,jun,67,3,-1,0,,no
28734,32,services,single,secondary,no,717,no,no,cellular,30,jan,462,2,-1,0,,no
204,35,services,married,secondary,no,0,yes,no,,5,may,471,1,-1,0,,no
6837,33,blue-collar,married,secondary,no,-112,yes,no,,28,may,132,1,-1,0,,no
2263,33,entrepreneur,single,secondary,no,339,yes,no,,12,may,212,2,-1,0,,no
34241,33,technician,married,secondary,no,557,no,no,cellular,4,may,367,1,-1,0,,yes
25613,39,admin.,married,secondary,no,159,no,no,cellular,19,nov,177,1,-1,0,,no
23267,52,technician,married,secondary,no,1697,no,yes,cellular,27,aug,549,4,-1,0,,no
9710,36,student,married,primary,no,3503,no,no,,6,jun,31,1,-1,0,,no
31223,33,blue-collar,single,secondary,no,1925,yes,no,cellular,2,mar,76,2,-1,0,,no
29838,30,unemployed,single,secondary,no,1058,no,no,cellular,4,feb,515,1,-1,0,,no
26703,31,admin.,married,secondary,no,3052,yes,yes,cellular,20,nov,115,2,177,2,failure,no
29563,34,housemaid,married,secondary,no,520,yes,no,cellular,3,feb,22,6,-1,0,,no
30426,57,services,married,primary,no,-319,no,yes,cellular,5,feb,620,1,196,1,other,no
6467,41,technician,married,tertiary,no,725,yes,yes,,27,may,87,3,-1,0,,no
1928,32,management,single,tertiary,no,4,yes,no,,9,may,179,2,-1,0,,no
9568,57,entrepreneur,married,tertiary,no,1114,no,no,,6,jun,139,2,-1,0,,no
26772,47,unemployed,married,secondary,no,3533,yes,no,cellular,20,nov,319,1,100,2,failure,no
20030,32,technician,married,secondary,no,167,yes,yes,cellular,8,aug,79,3,-1,0,,no
8641,42,blue-collar,married,primary,no,1017,yes,no,,3,jun,11,18,-1,0,,no
23725,58,blue-collar,married,primary,no,6762,no,no,cellular,28,aug,9,25,-1,0,,no
26119,30,technician,single,secondary,no,383,yes,yes,cellular,19,nov,145,3,-1,0,,no
4423,54,services,married,secondary,no,4482,yes,no,,20,may,97,2,-1,0,,no
42032,42,blue-collar,married,secondary,no,3213,no,no,telephone,28,oct,172,1,-1,0,,no
4559,34,admin.,single,tertiary,no,458,yes,no,,20,may,211,1,-1,0,,no
15913,40,services,married,secondary,no,939,yes,no,cellular,22,jul,87,3,-1,0,,no
12504,48,technician,married,secondary,no,0,yes,yes,,2,jul,44,2,-1,0,,no
21027,36,technician,single,tertiary,no,306,no,no,cellular,14,aug,111,2,-1,0,,no
18187,58,technician,married,secondary,no,86,no,no,cellular,30,jul,95,3,-1,0,,no
37132,42,services,married,secondary,no,0,yes,no,cellular,13,may,116,4,-1,0,,no
30386,27,technician,single,secondary,no,299,yes,no,cellular,5,feb,29,7,-1,0,,no
9469,56,unemployed,divorced,secondary,no,763,no,no,,6,jun,181,2,-1,0,,no
40575,31,,married,secondary,no,3,no,no,cellular,20,jul,91,2,-1,0,,no
31532,32,admin.,married,tertiary,no,233,yes,no,cellular,2,apr,77,2,133,4,failure,no
10119,51,blue-collar,married,,no,1137,no,no,,11,jun,76,1,-1,0,,no
4319,46,management,divorced,secondary,no,361,yes,no,,19,may,86,7,-1,0,,no
13933,38,management,married,tertiary,no,1722,yes,no,cellular,10,jul,500,1,-1,0,,yes
26897,32,blue-collar,single,secondary,no,1475,yes,no,cellular,21,nov,209,5,-1,0,,no
44679,43,technician,married,secondary,no,4945,yes,no,cellular,3,sep,219,3,185,2,success,yes
24284,41,management,married,tertiary,no,1272,yes,no,cellular,17,nov,214,1,-1,0,,no
15446,32,management,married,tertiary,no,273,yes,yes,cellular,18,jul,97,3,-1,0,,no
19932,46,technician,single,tertiary,no,2739,no,no,cellular,8,aug,117,4,-1,0,,no
23641,34,technician,married,secondary,no,-173,no,no,cellular,28,aug,85,2,-1,0,,no
18322,57,management,married,tertiary,no,179,no,no,cellular,31,jul,190,2,-1,0,,no
32859,25,technician,single,secondary,no,1105,yes,no,cellular,17,apr,608,1,-1,0,,no
26837,31,admin.,married,secondary,no,2304,yes,no,cellular,20,nov,257,2,-1,0,,no
14680,54,retired,married,tertiary,no,4104,no,no,cellular,15,jul,68,8,-1,0,,no
22592,49,technician,married,secondary,no,702,no,no,telephone,22,aug,145,7,-1,0,,no
12126,44,admin.,married,secondary,no,961,no,no,,20,jun,314,2,-1,0,,no
37386,33,entrepreneur,single,tertiary,no,1481,yes,no,cellular,13,may,172,3,173,1,other,no
10691,55,housemaid,married,primary,no,3680,no,no,,16,jun,131,1,-1,0,,no
38925,32,services,single,secondary,yes,687,yes,no,cellular,18,may,154,1,-1,0,,no
267,39,admin.,divorced,secondary,no,-349,yes,no,,5,may,611,2,-1,0,,no
21073,30,management,single,tertiary,no,334,no,no,cellular,14,aug,144,2,-1,0,,no
19895,34,management,married,tertiary,no,-16,no,no,cellular,8,aug,108,2,-1,0,,no
38903,44,entrepreneur,married,primary,no,1434,yes,no,cellular,18,may,284,3,-1,0,,no
19728,37,management,single,tertiary,no,171,yes,yes,cellular,7,aug,250,3,-1,0,,no
2239,24,blue-collar,married,secondary,no,94,yes,no,,12,may,166,2,-1,0,,no
1929,39,entrepreneur,married,tertiary,no,338,yes,no,,9,may,107,4,-1,0,,no
23397,31,management,single,tertiary,no,0,no,no,cellular,27,aug,448,3,-1,0,,no
9884,35,admin.,married,secondary,no,1035,yes,yes,,9,jun,274,2,-1,0,,no
11287,31,blue-collar,married,secondary,no,671,yes,no,,18,jun,704,4,-1,0,,yes
21377,54,management,married,tertiary,no,2883,no,no,cellular,18,aug,1126,5,-1,0,,no
33064,38,management,single,tertiary,no,667,yes,no,cellular,17,apr,479,2,-1,0,,no
1802,32,blue-collar,single,secondary,no,160,yes,no,,9,may,190,1,-1,0,,no
41541,67,retired,married,primary,no,708,no,no,cellular,11,sep,96,2,-1,0,,no
22049,31,technician,single,secondary,no,36,no,no,cellular,20,aug,99,3,-1,0,,no
29635,33,admin.,single,secondary,no,289,no,no,cellular,3,feb,515,3,6,13,other,no
5598,35,management,divorced,tertiary,no,178,yes,no,,23,may,703,2,-1,0,,no
40457,41,entrepreneur,married,primary,no,0,no,no,cellular,3,jul,438,2,389,1,other,yes
34272,26,self-employed,single,tertiary,no,1153,no,no,cellular,4,may,238,3,-1,0,,no
31476,46,management,divorced,tertiary,no,507,yes,no,cellular,1,apr,1196,1,-1,0,,yes
38446,31,admin.,married,secondary,no,728,yes,yes,cellular,15,may,152,1,352,4,failure,no
35022,23,student,single,secondary,no,834,yes,no,cellular,6,may,283,3,-1,0,,no
21410,32,entrepreneur,married,tertiary,no,598,no,no,cellular,18,aug,135,6,-1,0,,no
1512,33,unemployed,married,secondary,no,229,yes,no,,8,may,205,4,-1,0,,no
6148,31,blue-collar,married,secondary,no,557,yes,yes,,27,may,185,1,-1,0,,no
42745,38,housemaid,divorced,secondary,no,70,no,no,cellular,27,jan,164,4,92,4,success,yes
9810,38,blue-collar,married,primary,no,2569,no,no,,9,jun,172,1,-1,0,,no
35573,33,blue-collar,married,secondary,no,0,yes,no,cellular,7,may,831,4,-1,0,,no
20736,31,entrepreneur,single,tertiary,yes,-405,yes,yes,cellular,13,aug,703,2,-1,0,,yes
22463,50,housemaid,married,secondary,no,195,no,no,cellular,22,aug,168,2,-1,0,,no
79,55,services,divorced,secondary,yes,1,yes,no,,5,may,208,1,-1,0,,no
19349,56,retired,married,primary,no,334,no,no,cellular,6,aug,128,2,-1,0,,no
22141,45,blue-collar,married,secondary,no,430,no,yes,cellular,21,aug,140,2,-1,0,,no
13629,35,technician,single,tertiary,no,364,no,yes,cellular,9,jul,247,3,-1,0,,no
35181,38,blue-collar,divorced,secondary,no,887,yes,no,cellular,7,may,722,1,-1,0,,no
35006,30,admin.,single,secondary,no,609,yes,no,cellular,6,may,145,1,-1,0,,no
42004,71,technician,married,tertiary,no,383,no,no,cellular,27,oct,327,2,183,3,success,no
2854,31,management,married,tertiary,no,0,no,no,,14,may,298,1,-1,0,,no
2140,46,services,married,secondary,no,997,yes,no,,12,may,398,1,-1,0,,no
14637,43,management,single,tertiary,no,8224,yes,no,cellular,15,jul,70,1,-1,0,,no
17773,28,technician,married,tertiary,no,107,yes,no,cellular,29,jul,122,13,-1,0,,no
33899,39,technician,divorced,secondary,no,0,yes,yes,cellular,30,apr,85,1,-1,0,,no
23095,34,management,single,tertiary,no,4687,no,no,cellular,26,aug,10,19,-1,0,,no
271,40,blue-collar,divorced,primary,no,0,yes,no,,5,may,962,1,-1,0,,no
9531,39,self-employed,married,secondary,yes,-571,no,no,,6,jun,180,2,-1,0,,no
23656,51,blue-collar,married,secondary,no,279,no,no,cellular,28,aug,64,3,-1,0,,no
2608,57,blue-collar,married,primary,no,1460,no,no,,13,may,91,2,-1,0,,no
21267,45,services,married,secondary,no,1621,no,no,cellular,18,aug,122,8,-1,0,,no
36891,49,management,divorced,tertiary,no,108,yes,no,cellular,12,may,288,2,350,2,failure,no
29448,29,technician,single,tertiary,no,1669,no,no,cellular,3,feb,297,1,-1,0,,yes
16507,26,blue-collar,single,secondary,no,5829,no,no,cellular,23,jul,41,2,-1,0,,no
27676,45,entrepreneur,married,secondary,no,-264,no,no,cellular,21,nov,85,2,-1,0,,no
38934,24,services,single,secondary,no,414,yes,no,cellular,18,may,493,1,370,1,other,yes
3158,47,management,married,secondary,no,651,yes,no,,14,may,143,3,-1,0,,no
34083,58,unemployed,married,secondary,no,687,yes,no,cellular,30,apr,341,2,-1,0,,yes
9465,36,technician,married,secondary,no,22,no,no,,6,jun,464,1,-1,0,,no
26748,43,blue-collar,married,primary,no,4581,yes,no,cellular,20,nov,329,2,-1,0,,no
37991,43,blue-collar,married,primary,no,1,yes,yes,cellular,14,may,649,2,-1,0,,no
32673,58,technician,married,secondary,no,1476,yes,no,cellular,17,apr,286,1,-1,0,,no
43749,29,admin.,single,secondary,no,1070,yes,no,,19,may,30,1,357,1,other,yes
39125,27,technician,single,secondary,no,2293,yes,no,cellular,18,may,317,3,364,1,other,no
14254,38,blue-collar,married,secondary,no,2283,yes,no,cellular,14,jul,221,3,-1,0,,no
35448,31,management,single,tertiary,no,0,yes,no,cellular,7,may,45,1,22,2,failure,no
5667,41,blue-collar,divorced,primary,no,320,yes,no,,26,may,511,1,-1,0,,no
11180,49,technician,married,secondary,no,997,no,no,,18,jun,118,1,-1,0,,no
35638,50,management,married,tertiary,no,400,yes,no,cellular,8,may,41,1,360,1,failure,no
5725,40,services,single,secondary,no,19343,yes,no,,26,may,168,4,-1,0,,no
27298,35,student,divorced,tertiary,no,100,no,no,cellular,21,nov,50,1,-1,0,,no
45046,27,management,single,tertiary,no,107,no,no,cellular,18,oct,767,3,-1,0,,yes
19286,56,housemaid,single,primary,no,801,no,no,cellular,6,aug,931,4,-1,0,,no
8613,39,management,married,tertiary,no,661,yes,no,,3,jun,220,3,-1,0,,no
11908,39,unemployed,married,secondary,no,1654,no,no,,20,jun,264,6,-1,0,,no
31678,42,blue-collar,married,secondary,no,349,yes,no,cellular,7,apr,226,2,-1,0,,no
14159,41,admin.,married,secondary,no,488,no,yes,telephone,11,jul,178,2,-1,0,,no
38174,57,management,married,tertiary,no,334,yes,no,cellular,15,may,169,2,365,2,failure,no
37148,32,technician,married,tertiary,no,1503,yes,yes,cellular,13,may,44,1,278,2,failure,no
34847,48,entrepreneur,single,secondary,no,0,yes,no,cellular,6,may,236,1,-1,0,,no
26691,37,self-employed,single,secondary,no,4894,no,no,cellular,20,nov,240,1,-1,0,,no
11595,28,technician,single,tertiary,no,940,yes,no,,19,jun,296,1,-1,0,,no
41275,64,retired,married,tertiary,no,380,no,no,cellular,25,aug,479,1,-1,0,,yes
44929,30,services,single,tertiary,no,21,no,no,,5,oct,4,1,-1,0,,no
23560,55,retired,married,secondary,no,185,no,no,cellular,28,aug,26,4,-1,0,,no
44367,34,management,single,tertiary,no,275,no,no,cellular,2,aug,196,2,455,23,other,yes
20725,40,technician,married,secondary,no,42,no,no,cellular,13,aug,1842,2,-1,0,,yes
32938,27,management,single,tertiary,no,2821,yes,no,cellular,17,apr,186,2,-1,0,,no
5679,43,services,married,secondary,no,978,yes,yes,,26,may,82,2,-1,0,,no
9480,56,housemaid,divorced,tertiary,no,1059,no,yes,,6,jun,57,2,-1,0,,no
35754,37,technician,divorced,secondary,no,262,yes,no,cellular,8,may,268,1,281,4,other,no
21321,34,management,married,tertiary,no,0,no,no,cellular,18,aug,431,6,-1,0,,no
24347,45,technician,divorced,secondary,no,30,yes,yes,cellular,17,nov,88,1,-1,0,,no
22968,51,blue-collar,married,primary,no,176,no,yes,cellular,26,aug,80,2,-1,0,,no
3335,60,retired,married,tertiary,no,1224,yes,no,,15,may,120,1,-1,0,,no
27509,34,entrepreneur,single,secondary,no,318,yes,no,cellular,21,nov,36,2,-1,0,,no
17524,56,retired,married,secondary,no,6114,no,no,telephone,29,jul,168,2,-1,0,,no
21194,60,retired,married,primary,no,97,no,no,cellular,14,aug,210,4,-1,0,,no
25507,37,services,married,secondary,no,345,yes,yes,cellular,19,nov,204,1,-1,0,,no
34659,31,admin.,married,secondary,no,368,yes,no,cellular,5,may,414,5,361,3,other,no
13957,54,technician,divorced,secondary,no,136,no,yes,cellular,10,jul,151,4,-1,0,,no
28091,28,management,single,tertiary,no,78,no,no,cellular,28,jan,258,2,-1,0,,no
19586,55,housemaid,married,tertiary,no,4235,no,no,cellular,7,aug,973,4,-1,0,,no
38350,25,blue-collar,single,secondary,no,171,yes,no,cellular,15,may,178,1,359,2,failure,no
12466,59,technician,married,secondary,no,6,no,yes,,1,jul,292,1,-1,0,,no
32776,39,admin.,married,secondary,no,248,yes,no,cellular,17,apr,649,1,-1,0,,no
1907,26,technician,married,secondary,no,47,yes,no,,9,may,282,2,-1,0,,no
26178,30,student,single,,no,809,no,no,cellular,20,nov,26,5,171,2,failure,no
27369,30,blue-collar,married,secondary,no,0,no,yes,cellular,21,nov,718,1,-1,0,,no
29299,30,admin.,single,secondary,no,3156,no,no,cellular,2,feb,170,1,-1,0,,no
41262,57,housemaid,married,secondary,no,5631,no,no,telephone,25,aug,68,1,90,5,other,no
34012,23,management,single,tertiary,no,736,yes,no,cellular,30,apr,119,1,-1,0,,no
31828,56,technician,married,tertiary,no,655,yes,yes,cellular,8,apr,326,1,-1,0,,no
33794,66,retired,married,primary,no,2883,no,no,cellular,23,apr,158,1,-1,0,,yes
33454,30,technician,married,secondary,no,239,yes,no,cellular,20,apr,58,3,150,10,failure,no
35752,40,management,married,tertiary,no,0,yes,no,cellular,8,may,232,1,-1,0,,no
9560,48,management,married,primary,no,2803,yes,no,,6,jun,30,24,-1,0,,no
39280,34,blue-collar,single,primary,no,18,no,no,cellular,18,may,324,4,360,3,other,no
43931,76,self-employed,married,,no,4984,no,no,telephone,15,jun,126,3,48,2,success,no
34778,32,self-employed,single,tertiary,no,0,yes,no,cellular,6,may,767,1,-1,0,,yes
12354,35,self-employed,single,tertiary,no,4294,no,no,,26,jun,529,4,-1,0,,no
37030,34,admin.,married,primary,no,412,yes,no,cellular,13,may,217,1,287,2,failure,no
2725,27,unemployed,single,tertiary,no,37,yes,no,,13,may,163,3,-1,0,,no
17418,31,management,single,tertiary,no,34,yes,no,cellular,28,jul,127,4,-1,0,,no
616,31,blue-collar,single,tertiary,no,60,yes,yes,,6,may,389,1,-1,0,,no
19195,51,admin.,married,secondary,no,-267,no,yes,cellular,6,aug,91,4,-1,0,,no
30806,34,management,married,tertiary,no,0,no,no,cellular,6,feb,787,3,9,1,other,yes
8043,57,retired,married,primary,yes,-1480,yes,no,,2,jun,319,5,-1,0,,no
33251,34,management,single,,no,355,yes,no,cellular,20,apr,51,3,-1,0,,no
32480,32,management,single,tertiary,no,8436,yes,no,cellular,17,apr,245,1,149,2,failure,no
23854,49,management,single,secondary,no,0,no,no,cellular,29,aug,121,2,-1,0,,no
28036,42,technician,divorced,tertiary,no,802,no,no,telephone,28,jan,119,2,-1,0,,no
20661,30,management,single,tertiary,no,349,no,no,cellular,12,aug,180,3,-1,0,,no
41280,49,technician,married,secondary,no,3466,yes,no,cellular,25,aug,161,3,410,2,success,no
3461,56,unemployed,married,secondary,no,2552,yes,no,,15,may,176,2,-1,0,,no
10979,36,self-employed,married,tertiary,no,4515,yes,no,,17,jun,408,2,-1,0,,no
33677,40,blue-collar,married,primary,no,2129,yes,no,cellular,20,apr,1156,3,-1,0,,no
6464,36,services,single,secondary,no,-330,yes,no,,27,may,256,2,-1,0,,no
16402,39,management,married,secondary,no,6012,no,no,telephone,23,jul,383,2,-1,0,,no
26746,31,self-employed,single,secondary,no,148,yes,yes,cellular,20,nov,1145,4,-1,0,,no
17791,29,services,married,secondary,no,19,yes,no,cellular,29,jul,327,6,-1,0,,no
25193,57,management,married,tertiary,no,1357,yes,yes,cellular,18,nov,97,2,-1,0,,no
13965,41,blue-collar,married,primary,no,407,yes,yes,telephone,10,jul,387,2,-1,0,,no
36529,54,admin.,married,primary,no,11686,yes,yes,cellular,12,may,114,1,-1,0,,no
37784,31,blue-collar,single,primary,no,538,yes,no,cellular,14,may,703,4,-1,0,,no
23789,49,services,married,secondary,no,413,yes,yes,cellular,29,aug,175,2,-1,0,,no
37699,53,services,divorced,primary,no,146,yes,no,cellular,14,may,149,1,370,1,failure,no
12517,32,blue-collar,single,secondary,no,-255,no,yes,,2,jul,957,3,-1,0,,no
31502,50,management,divorced,tertiary,no,405,no,no,cellular,2,apr,82,6,-1,0,,no
33304,36,admin.,single,secondary,no,0,no,no,cellular,20,apr,637,1,-1,0,,no
18705,35,services,married,secondary,no,181,yes,no,cellular,31,jul,5,3,-1,0,,no
39755,55,technician,married,secondary,no,511,yes,no,cellular,1,jun,108,1,94,2,other,no
26071,34,services,married,secondary,no,2048,yes,no,cellular,19,nov,307,2,-1,0,,no
25926,35,admin.,married,secondary,no,3187,yes,no,cellular,19,nov,171,2,183,1,failure,no
9547,50,technician,married,secondary,no,3503,yes,no,,6,jun,103,2,-1,0,,no
24607,31,technician,married,secondary,no,0,yes,no,cellular,17,nov,326,2,-1,0,,no
15021,49,technician,married,tertiary,no,80,no,no,cellular,17,jul,123,1,-1,0,,no
25971,40,technician,married,tertiary,no,1759,yes,no,cellular,19,nov,87,2,-1,0,,no
40567,69,retired,married,primary,no,154,no,no,cellular,13,jul,144,4,-1,0,,no
30011,45,blue-collar,married,secondary,no,7895,yes,no,cellular,4,feb,872,1,-1,0,,yes
10950,52,housemaid,divorced,secondary,no,334,yes,no,,17,jun,422,9,-1,0,,no
7444,52,unemployed,married,secondary,no,32,yes,no,,29,may,144,5,-1,0,,no
7389,43,blue-collar,single,secondary,no,747,no,no,,29,may,685,2,-1,0,,no
6537,47,technician,divorced,tertiary,no,-1148,yes,yes,,27,may,62,2,-1,0,,no
3176,50,technician,married,tertiary,no,2938,yes,no,,15,may,170,5,-1,0,,no
26536,32,blue-collar,married,primary,no,12705,yes,no,cellular,20,nov,211,1,-1,0,,no
21347,33,management,single,tertiary,no,134,no,no,cellular,18,aug,79,2,-1,0,,no
3395,24,services,married,secondary,no,51,yes,yes,,15,may,187,2,-1,0,,no
6430,28,admin.,married,secondary,no,6429,yes,yes,,27,may,345,2,-1,0,,no
16640,31,management,married,tertiary,no,1224,yes,yes,cellular,24,jul,1441,2,-1,0,,yes
11037,39,blue-collar,married,primary,no,1551,no,no,,17,jun,264,16,-1,0,,no
41061,64,retired,married,tertiary,no,846,no,no,cellular,14,aug,107,3,-1,0,,no
37464,32,technician,single,secondary,no,271,yes,no,cellular,13,may,80,2,268,2,other,no
37271,35,services,single,secondary,no,143,yes,yes,cellular,13,may,68,1,369,2,other,no
10567,55,retired,married,tertiary,no,2929,no,no,,16,jun,556,3,-1,0,,no
4476,32,blue-collar,married,secondary,no,328,yes,no,,20,may,132,1,-1,0,,no
38800,32,blue-collar,married,primary,no,-283,yes,no,cellular,18,may,24,2,349,2,other,no
29559,32,management,single,secondary,no,-515,yes,yes,cellular,3,feb,19,6,-1,0,,no
34102,25,management,single,tertiary,no,436,no,no,cellular,30,apr,132,2,-1,0,,no
12317,50,admin.,married,secondary,no,0,yes,yes,,26,jun,626,2,-1,0,,no
30869,34,admin.,single,secondary,no,1,yes,no,cellular,9,feb,185,7,280,1,other,no
1544,33,unemployed,single,secondary,no,177,no,no,,8,may,75,4,-1,0,,no
898,49,admin.,married,secondary,no,326,yes,no,,7,may,99,2,-1,0,,no
3519,41,blue-collar,married,primary,no,2453,yes,no,,15,may,1052,1,-1,0,,yes
33331,40,blue-collar,married,secondary,no,565,yes,yes,cellular,20,apr,297,2,-1,0,,no
5542,44,management,divorced,tertiary,no,5773,no,no,,23,may,597,6,-1,0,,yes
4120,37,blue-collar,married,secondary,no,398,yes,no,,19,may,206,1,-1,0,,no
21436,33,self-employed,married,secondary,no,173,no,no,cellular,18,aug,26,5,-1,0,,no
14276,33,blue-collar,single,secondary,no,179,no,no,cellular,14,jul,244,7,-1,0,,no
28603,33,admin.,single,secondary,no,303,no,no,cellular,29,jan,483,2,266,1,failure,no
43797,66,management,married,,no,2149,yes,no,cellular,26,may,135,2,90,11,success,yes
14142,32,self-employed,married,secondary,no,413,yes,no,cellular,11,jul,712,2,-1,0,,no
44791,74,retired,married,tertiary,no,1843,no,no,cellular,15,sep,251,2,184,3,success,yes
40538,79,retired,married,,no,0,no,no,telephone,8,jul,167,1,-1,0,,no
38295,34,blue-collar,married,primary,no,431,yes,no,cellular,15,may,514,1,-1,0,,no
